weather_risk,crime_risk,health_risk,political_risk,transport_disruption,destination_popularity,trip_duration,season_risk,risk_score,risk_level
68,9,30,23,51,71,26,25,35.24485672045398,1
21,79,80,20,17,87,11,92,47.843785124204864,1
76,84,61,37,46,78,14,39,56.50742483430423,1
53,95,23,90,12,43,26,52,70.22690487998052,2
47,32,71,77,95,4,9,44,62.035720494777394,1
16,2,59,19,59,49,8,46,32.460032266820406,0
71,98,82,56,3,94,8,16,60.8466303119049,1
16,60,15,89,51,8,22,55,55.384727598202616,1
42,24,23,96,93,21,7,40,46.107616248183284,1
84,77,30,77,75,84,3,85,60.535202424003856,1
92,91,34,13,27,57,5,48,70.8799095501704,2
99,28,89,24,90,17,30,97,82.67904066653986,2
96,77,73,22,18,2,27,29,71.76109540134729,2
56,79,54,15,24,41,29,33,50.172359158078635,1
20,50,54,17,15,60,9,3,29.547058402578717,0
84,63,89,31,93,84,14,74,65.95782324570098,2
80,27,45,56,72,89,15,7,42.16750742900466,1
100,93,22,40,52,46,16,28,60.50735887774579,1
65,99,13,42,67,42,1,91,71.06710978057747,2
14,99,33,24,26,94,18,61,53.61447220154382,1
50,74,65,15,7,78,2,56,36.82971199026787,1
45,4,47,100,85,21,9,81,56.82110369905515,1
85,37,42,60,97,68,9,77,68.30473903161948,2
39,44,48,23,3,72,21,89,39.40417162887597,1
33,96,98,81,5,23,27,67,75.36751746899638,2
8,55,100,83,56,98,21,45,64.27108468238887,1
84,54,16,97,4,29,14,13,56.155583311064795,1
76,14,11,16,72,55,16,37,40.05487256614171,1
4,80,24,64,95,49,16,71,57.77781695730494,1
43,33,86,99,28,69,5,25,49.27415247488712,1
48,9,46,81,29,91,29,67,43.90810089087625,1
47,99,87,22,87,39,28,13,61.211980438986366,1
92,19,65,90,35,38,8,6,52.88150754985862,1
15,1,55,42,24,75,4,36,29.597557687523153,0
30,7,28,49,8,96,5,23,13.558305635076323,0
18,45,34,56,84,91,19,88,56.567839464745546,1
24,10,14,77,93,76,1,38,43.74778728030037,1
91,85,52,12,7,71,4,42,37.849597387071924,1
95,51,28,54,81,77,20,40,61.00651339918269,1
4,32,29,82,16,94,5,32,42.56726120275024,1
63,0,3,55,14,1,3,92,38.041646106544235,1
23,48,80,27,38,59,1,74,32.40725710562627,0
19,15,94,5,44,3,22,16,40.69003677446966,1
29,98,50,55,86,58,11,21,58.413579234630035,1
19,29,54,71,70,39,9,8,48.87784158055656,1
49,47,93,55,14,30,20,25,49.64950940039536,1
100,1,51,98,58,89,6,66,57.161805333528214,1
59,13,62,60,88,71,16,94,56.314743388622304,1
73,20,43,51,66,57,15,48,50.86894633643104,1
49,5,51,5,23,89,21,8,21.896318956533925,0
1,73,52,56,13,9,19,4,43.498770550673136,1
8,95,71,17,45,65,21,41,46.37636995013594,1
27,99,61,73,47,15,7,26,65.92395757248394,2
24,26,50,16,35,23,5,58,33.791711251863546,0
84,79,7,91,11,18,17,11,49.970806955375096,1
85,50,91,30,11,54,2,23,53.01749996121156,1
86,4,89,43,53,63,14,56,51.21227224207302,1
64,9,18,14,95,76,19,28,39.63057437741546,1
56,55,29,21,60,44,25,36,54.95737003217512,1
65,42,98,93,44,94,20,22,67.0294534541599,2
41,0,32,28,94,37,30,5,47.3012189507654,1
67,93,82,51,69,15,17,34,72.40022686676753,2
80,73,79,99,72,3,14,33,86.59657631736223,2
77,50,86,62,58,12,8,90,70.41754770684392,2
61,99,1,4,77,44,21,90,64.54580054704014,1
5,98,48,36,50,41,25,43,60.00177503678742,1
73,98,57,39,62,86,10,29,70.97438195185715,2
37,26,84,27,62,12,3,42,48.13847424135576,1
75,88,22,24,76,26,1,61,55.762327118140924,1
54,50,30,50,90,99,19,39,51.472397736000914,1
88,73,18,38,29,2,20,76,61.051475114431014,1
34,86,76,29,70,42,4,97,58.84939135352451,1
94,16,100,41,3,20,1,40,39.16684679204193,1
85,45,14,34,53,53,20,11,34.43168518421175,0
33,13,23,23,90,98,12,12,22.024423453027744,0
48,28,31,45,65,22,13,88,62.75243816666914,1
53,41,89,95,27,37,8,42,55.830998502221334,1
77,86,45,51,61,45,22,33,79.56076179892689,2
69,87,28,60,36,80,23,62,67.32892760693348,2
86,39,32,99,43,99,2,96,60.85145187018337,1
37,33,60,61,23,9,3,42,34.1963692990726,0
50,53,39,22,63,49,17,31,47.45801337345629,1
43,92,14,40,20,76,19,87,66.45310260180938,2
91,98,82,49,44,0,5,8,77.93582046410042,2
30,22,42,47,94,81,5,85,48.96543191618547,1
59,18,25,15,76,24,21,52,36.87798980456991,1
12,71,73,10,41,52,14,2,34.62700792850508,0
85,30,75,35,97,98,4,23,47.74444893964523,1
38,20,15,92,1,64,19,68,50.768929564176204,1
34,3,7,72,96,99,3,76,51.180322616652546,1
58,40,4,85,35,60,7,19,45.00535700980552,1
50,39,77,17,82,21,22,66,56.141517386861075,1
85,56,63,41,95,69,7,99,78.1822629799659,2
53,20,79,58,60,62,2,69,44.87855875481028,1
52,72,63,43,61,31,29,70,69.0909399656022,2
10,68,40,42,75,7,7,19,50.20779599727679,1
2,46,59,36,24,65,16,64,35.2831963569416,1
40,18,72,5,17,58,25,71,34.774514671652156,0
100,51,40,86,34,78,30,11,60.4475745248744,1
92,68,92,94,48,12,25,31,90.10036113592851,2
63,37,90,8,75,54,11,89,67.37620366234253,2
63,26,80,41,25,82,26,100,56.97875518141937,1
39,51,100,52,57,90,1,17,48.44068847774327,1
17,35,39,79,0,94,10,73,36.55095355004023,1
0,40,11,99,3,21,6,50,38.160477880701976,1
34,35,48,42,97,17,16,59,51.618669491379265,1
31,30,75,75,85,58,27,51,62.56781854586868,1
19,72,78,94,87,46,24,87,81.69939693802354,2
26,46,39,83,33,23,30,44,54.1981223432578,1
2,47,29,29,51,10,5,59,35.81247162431542,1
61,65,44,82,68,14,23,67,71.86727308956617,2
93,36,81,41,25,34,22,55,57.29461939164317,1
69,10,6,1,75,74,14,88,34.701312737902725,0
45,86,33,76,69,6,3,23,65.92317961762083,2
42,5,23,84,41,10,4,95,34.91558382614135,0
31,57,81,34,43,26,28,68,68.91567915400759,2
14,26,47,45,31,88,9,96,39.71317677921798,1
60,21,8,36,81,100,20,37,45.84010545591909,1
57,4,26,11,99,44,29,48,48.790466698893255,1
0,90,4,100,100,4,15,4,58.44164503981657,1
41,43,48,2,77,1,7,93,42.70384866292456,1
28,34,100,56,35,86,15,82,47.72638429207704,1
17,74,57,1,78,44,7,29,42.75759182102847,1
71,3,87,69,24,7,6,5,48.225228149306176,1
53,57,75,90,90,84,25,70,73.74742784867506,2
64,49,89,64,27,53,11,67,64.05758984106983,1
72,55,31,61,40,35,21,53,44.8324726868328,1
99,12,96,83,9,45,22,15,55.346596788148496,1
81,96,24,98,8,22,17,92,82.35282420566938,2
62,24,44,87,39,94,17,43,50.98417226580239,1
88,68,68,23,55,79,6,73,54.765138183003,1
48,75,28,56,1,20,16,86,51.26894066717443,1
99,34,26,82,85,74,23,55,49.761864621590725,1
76,13,13,29,11,18,6,9,20.849188177528475,0
65,29,0,68,100,45,7,89,62.7434482350755,1
91,81,50,2,27,75,21,67,53.6743833986226,1
52,91,99,88,38,3,30,90,84.81273382799266,2
72,94,22,62,16,73,12,61,45.95912687778154,1
28,22,44,75,83,22,25,91,51.46497324132463,1
97,61,94,83,73,70,6,87,86.88029507159851,2
62,15,78,22,7,50,18,21,40.203764483969366,1
78,71,0,45,10,2,29,17,44.175365811363406,1
46,42,50,86,61,76,14,16,50.62656565056068,1
87,72,14,16,87,26,16,80,62.59496594200731,1
7,69,24,83,11,96,5,24,32.66323360705947,0
11,100,24,29,22,84,16,45,33.3851366989184,0
51,49,61,58,55,19,18,79,61.584737675363385,1
73,34,20,51,10,60,30,43,50.60565137303946,1
81,53,25,69,30,36,7,6,52.70114391837973,1
44,16,22,84,1,60,11,36,41.57142431325288,1
65,11,36,35,50,56,20,9,29.008656429321057,0
55,52,66,17,72,29,29,38,58.23741145896163,1
97,83,40,42,41,65,8,74,62.31929181462526,1
66,53,33,61,25,26,21,52,55.35667588701685,1
42,78,52,75,42,91,27,68,66.03931019819518,2
97,17,62,76,51,95,19,10,51.11731091635491,1
10,45,1,34,16,16,13,75,15.79325727470637,0
99,61,89,94,11,73,8,42,74.86097412342403,2
15,35,92,8,18,93,9,28,32.46994099285053,0
29,1,60,11,99,12,2,65,28.794261274780958,0
82,7,58,2,73,74,5,13,37.32878991795653,1
74,93,70,93,12,94,14,50,68.31617115799118,2
98,61,44,18,30,22,5,42,47.556166101493616,1
75,26,36,60,41,58,1,16,36.609512391065806,1
64,26,35,82,18,80,21,96,58.41158283591359,1
34,3,16,77,86,33,3,36,35.59105857090281,1
0,95,84,95,94,24,5,4,62.3089918834564,1
12,10,32,5,24,40,18,44,29.730468863635974,0
30,76,28,41,1,33,28,97,53.38671154139965,1
4,24,97,51,26,73,22,67,45.345081660046745,1
51,33,51,70,58,37,1,64,55.98478472166,1
78,27,62,62,81,38,6,90,58.66447979492294,1
97,83,24,56,34,95,23,8,57.421080964118694,1
49,3,28,30,27,58,22,55,35.79429161833701,1
88,35,73,10,25,93,12,32,33.20173438521741,0
99,28,45,43,0,71,29,68,53.57659428060928,1
86,27,14,26,1,89,27,86,38.365731244911785,1
46,19,84,55,43,19,23,7,54.322835554730894,1
32,92,40,80,62,94,23,15,67.31997996109945,2
98,38,67,55,1,95,24,96,62.97729014185018,1
24,42,34,58,20,4,5,49,30.618248108672663,0
41,38,56,4,91,35,22,31,47.059627628957074,1
7,99,78,65,99,41,29,15,66.74640063751434,2
80,34,89,44,64,42,7,35,56.21881658213785,1
65,34,20,12,52,78,1,0,14.898321938661574,0
8,33,67,21,58,70,11,22,25.70500638974854,0
22,33,92,78,37,21,9,18,56.894201653041115,1
56,9,64,92,20,61,29,8,52.28431905603937,1
54,61,14,51,37,98,14,97,50.517104915122,1
81,2,19,98,70,44,20,79,54.67754006388267,1
26,22,20,18,66,93,30,94,36.35447649447744,1
93,20,10,30,68,65,24,24,46.920934530531156,1
44,29,76,93,61,93,23,29,57.84820614244592,1
83,76,97,17,6,91,30,28,68.61988309990366,2
24,60,52,66,63,1,21,56,60.5314176799379,1
3,100,60,22,88,80,7,18,52.0623229534672,1
5,35,78,33,65,19,22,23,37.608979191667785,1
37,93,41,48,58,83,10,98,61.075804648937165,1
96,4,47,36,22,81,10,35,38.571948430407915,1
4,50,59,88,80,26,20,78,62.80328573272087,1
37,80,30,98,45,6,10,23,58.54622879855461,1
11,53,6,50,26,42,1,93,40.08145775369194,1
94,94,57,53,49,30,30,70,89.61893968936593,2
68,31,83,5,12,55,18,87,47.279816221846964,1
77,3,7,23,93,8,21,52,52.18511770083883,1
72,78,21,4,70,4,25,91,66.80961426511269,2
66,6,26,86,32,44,20,36,53.34612024800711,1
78,77,81,22,80,77,19,48,63.89168045992019,1
0,74,50,34,5,31,24,6,38.88843503009358,1
87,85,53,85,38,32,9,17,66.96335857541202,2
74,48,65,72,65,16,25,77,76.46766341938385,2
74,90,27,62,2,28,22,33,64.88447693327117,1
39,17,72,3,71,30,6,10,34.400337146671355,0
80,43,3,56,82,26,5,29,56.20023946425518,1
38,12,11,56,60,34,27,35,39.260011138111764,1
4,77,82,32,20,28,27,72,61.56226531739475,1
91,72,66,75,75,68,30,9,82.19485665311521,2
23,81,17,93,34,34,4,2,53.52497807554798,1
10,77,44,26,74,76,27,73,57.785018700887285,1
62,31,5,33,63,61,26,14,46.5899399944298,1
23,6,67,32,9,64,24,42,27.345973208569063,0
86,93,76,84,10,58,15,68,76.62017358616126,2
44,49,28,7,1,93,16,51,33.56306286095073,0
0,9,35,90,7,25,13,12,23.002906021091093,0
96,93,23,78,30,99,1,72,68.15750551763713,2
51,100,39,48,2,20,16,4,45.26708764590911,1
26,44,27,58,94,13,8,23,46.44249021254341,1
68,77,24,90,92,83,7,11,65.09856575565777,2
53,3,43,77,17,90,2,51,31.495581692203164,0
2,9,86,27,31,9,14,69,37.195324231721905,1
76,27,77,5,74,60,2,65,47.369341942617325,1
40,66,30,66,66,51,26,14,53.21891016384696,1
70,13,95,14,58,22,27,34,54.83784675294599,1
90,3,21,8,99,52,25,14,38.13506098016261,1
61,67,91,99,63,69,10,34,86.03784624840816,2
67,77,31,47,67,57,5,23,54.33312706001637,1
25,74,54,65,50,52,16,74,54.45223513005981,1
24,80,20,21,53,89,21,75,44.123949402717365,1
41,81,76,10,29,22,1,82,58.36548278818981,1
86,60,32,6,52,63,26,20,47.96509010168928,1
52,52,88,35,92,31,14,1,49.507417153020185,1
35,86,8,0,38,98,25,3,43.3422764827666,1
78,35,50,42,13,25,3,85,45.136556673331505,1
86,9,16,32,60,88,13,91,48.5205170667161,1
91,75,89,53,79,63,14,21,77.77339615393677,2
30,27,42,59,96,21,2,88,54.54678123285127,1
71,98,68,31,54,76,22,53,83.56544437411199,2
59,41,88,45,79,24,28,18,52.92154504240065,1
45,86,54,7,25,26,17,31,43.96229954836914,1
40,4,5,30,42,34,12,26,24.524299972376255,0
11,66,22,98,42,68,20,77,72.89704117164872,2
27,45,21,100,33,39,11,19,58.178014820613285,1
55,46,92,49,72,57,11,18,64.60214520436348,1
89,26,91,94,89,55,23,72,74.37525635552453,2
87,98,48,50,32,19,18,30,63.734911561377416,1
18,39,89,12,13,23,8,25,28.708639789157274,0
68,85,24,87,83,30,13,81,72.04943867175542,2
8,42,68,41,85,22,26,94,69.34622764365585,2
68,4,39,61,94,92,16,56,50.217397259624946,1
34,88,24,65,25,38,3,83,54.66101101213634,1
45,18,25,31,72,40,26,84,53.40632072154059,1
72,27,42,74,72,67,23,59,51.35883215579616,1
42,86,34,50,79,79,9,83,63.40587492761483,1
81,90,21,37,81,69,29,0,57.858769627962474,1
53,92,33,30,96,55,29,3,62.09351047665008,1
100,43,12,75,48,98,30,89,63.05147583624472,1
64,76,97,25,7,90,12,14,46.42211552381246,1
29,33,38,12,19,20,28,73,41.51349084023819,1
78,74,10,89,89,16,25,42,76.84728041435507,2
41,50,58,33,85,39,27,79,61.29107646459609,1
53,5,89,64,1,84,17,67,47.27410605794694,1
13,42,36,72,37,97,9,7,31.9783127548787,0
12,47,85,84,24,70,7,34,52.97951521423658,1
58,25,61,63,32,69,29,71,55.18280586705437,1
18,37,74,71,64,23,16,93,57.92801862717262,1
100,50,29,84,51,59,28,81,68.09144712978211,2
86,5,3,95,48,18,17,90,55.261615237199905,1
70,15,34,4,43,54,17,96,52.38383554107554,1
74,77,93,75,64,19,3,90,77.75011737938446,2
60,35,79,17,68,7,13,58,46.44357878313936,1
6,61,79,90,4,97,17,33,56.47291440071027,1
39,57,88,4,13,90,4,51,35.56842938524947,1
50,55,37,24,34,69,5,80,45.772554026114825,1
92,41,32,19,44,63,18,42,44.206036697440524,1
22,48,93,60,100,24,8,83,73.71463989685903,2
50,83,57,0,90,57,22,70,58.97544146012421,1
34,97,30,1,65,75,14,21,55.46714787146522,1
13,25,28,50,3,54,13,93,28.774436492827284,0
10,67,88,98,10,28,4,85,58.97256168570713,1
36,97,5,53,46,39,13,60,65.22997471544069,2
8,0,6,45,59,84,17,19,25.659045348688032,0
6,79,74,66,66,25,18,22,74.7287956508338,2
35,50,0,55,14,97,9,84,37.5951573045719,1
20,97,17,38,89,76,1,1,48.77225711776404,1
56,58,100,59,49,89,29,48,79.33089563229291,2
1,84,42,0,59,51,29,62,40.896460699546395,1
30,16,73,24,3,22,28,23,25.733499800910778,0
45,14,49,68,83,3,9,87,51.29695093674355,1
97,93,9,34,54,54,19,52,69.09023613683996,2
64,53,18,5,22,40,5,6,20.930892900008367,0
88,56,76,12,32,11,28,32,61.822294339372114,1
34,17,9,87,35,93,1,40,37.620240166933364,1
45,22,60,33,2,97,15,22,43.65634139921175,1
42,82,35,2,95,37,26,94,70.18290955307423,2
89,30,37,73,81,67,22,36,64.53430142498665,1
96,59,96,53,89,41,26,50,88.02479761091774,2
97,31,61,45,35,50,15,54,58.1734236466892,1
75,26,62,90,56,63,3,22,51.50957967223678,1
50,16,35,31,46,42,1,57,27.91236533770683,0
54,93,38,57,48,80,5,35,53.86380637784151,1
99,94,69,75,59,19,2,1,71.71955675271728,2
28,11,3,61,45,67,14,41,34.270110432097624,0
35,35,23,21,78,99,2,58,23.42882641147945,0
90,56,60,68,5,85,6,11,49.182637990456044,1
39,38,62,75,19,4,13,78,55.03149061729667,1
23,72,9,12,90,11,23,66,56.27522466927905,1
56,26,79,16,89,63,21,31,60.8108052950381,1
32,5,54,68,82,93,2,59,44.36392121267163,1
89,34,24,12,37,85,28,30,37.95262274251368,1
91,60,75,88,46,91,17,65,62.51152369839117,1
30,18,100,11,2,15,11,15,34.64206574867429,0
53,82,42,98,28,52,12,61,61.455475843135524,1
99,1,28,67,73,73,26,5,56.281021862968075,1
74,6,30,44,34,63,14,1,42.254520912975416,1
21,51,59,27,48,78,8,25,29.62555140412495,0
59,51,4,34,12,21,13,17,39.74335535255378,1
62,29,48,75,50,46,3,49,58.45573446203606,1
65,26,2,76,72,45,5,16,50.744235951681695,1
2,7,3,21,57,94,10,24,4.971723378537263,0
30,66,43,54,56,20,7,9,43.378087731237784,1
86,38,75,100,92,32,11,89,71.85891696549747,2
24,11,89,25,23,2,2,74,39.29083653088231,1
30,40,8,70,30,15,19,21,44.85995974091298,1
32,94,24,17,62,99,4,12,26.31264873235624,0
17,26,42,84,48,85,7,85,45.43501027203296,1
15,90,57,17,98,26,30,67,71.71431898204663,2
35,26,99,30,6,70,1,89,40.82785594734474,1
88,18,69,46,12,59,9,18,42.70760151699916,1
0,26,54,37,34,91,16,36,30.030037879687743,0
28,32,6,17,46,30,10,11,20.45635435355193,0
6,12,8,64,89,100,10,42,35.127665056657094,1
56,59,15,1,49,37,4,16,34.76256070741075,0
25,33,66,99,44,72,13,0,52.92152712199773,1
79,72,33,5,16,40,23,51,54.17899954577276,1
59,49,24,33,43,67,18,98,52.52516851497945,1
79,44,67,93,53,33,28,65,81.329450187509,2
64,47,82,15,58,85,21,76,54.76045199118538,1
44,15,44,7,61,64,24,82,33.5458525807216,0
86,72,89,75,43,29,13,98,81.98232201650924,2
48,10,74,7,15,97,19,12,28.938277326335527,0
95,72,72,90,15,71,18,25,72.00158909407918,2
100,100,87,45,15,43,25,62,69.69329191030243,2
59,77,18,87,62,13,16,82,81.98477653166626,2
68,45,76,24,86,98,13,78,63.493014481981845,1
25,31,96,14,89,76,3,73,45.342018654005244,1
82,88,100,97,31,67,26,31,76.50728112421211,2
67,25,58,76,8,84,14,36,53.2029204625935,1
91,48,76,92,63,61,24,8,64.79938130761685,1
26,77,89,32,3,23,21,31,65.35818894875241,2
79,93,86,40,63,23,1,15,61.85077036060402,1
47,93,90,58,38,7,20,94,87.12303128763367,2
18,8,84,45,84,6,15,9,43.05315728956371,1
17,90,38,24,63,73,8,36,57.214480252921845,1
56,11,73,37,74,86,8,89,45.060788959040906,1
32,59,41,61,40,16,20,96,60.253018271280204,1
10,93,80,3,84,57,3,38,56.098495981023405,1
43,66,81,33,53,12,19,47,63.922462820174935,1
65,95,94,29,63,41,26,52,81.39457100194731,2
32,34,59,7,36,79,3,83,32.43516731119061,0
96,31,47,12,45,82,1,77,44.57885023709886,1
78,32,16,50,84,95,2,52,55.11033145598843,1
51,35,64,10,39,31,22,37,39.668466989686294,1
94,68,57,34,2,95,26,37,59.24524636671041,1
43,45,52,56,38,79,30,65,55.03503856133351,1
14,74,68,88,39,34,1,84,62.43524463949564,1
3,42,85,9,42,33,15,7,35.76730129848669,1
94,31,15,43,7,10,2,77,38.270301095290215,1
96,19,43,10,13,93,12,48,34.0858408472653,0
74,55,72,43,32,20,10,14,53.62959351246024,1
10,90,82,48,42,27,19,9,56.523656007727226,1
29,86,78,80,2,41,28,34,73.83641569876544,2
4,25,80,44,39,13,25,25,49.52973334089817,1
5,48,86,94,32,81,2,10,48.259882990960975,1
24,71,97,13,3,70,8,29,36.12112290368299,1
57,61,61,5,25,15,9,84,43.89586144861228,1
6,6,25,0,27,16,8,72,31.87286621168246,0
99,59,56,36,14,2,11,21,47.160687383566845,1
45,3,71,19,75,95,19,68,43.92315770890315,1
26,11,10,9,7,44,23,45,24.455692286092074,0
52,66,76,23,58,66,29,75,61.992058091100155,1
79,10,54,98,67,15,22,24,55.97677741253584,1
31,34,94,80,81,23,9,6,52.61062016596107,1
4,59,21,1,55,54,6,31,26.26096998617583,0
5,66,91,92,54,21,12,100,65.98304278541332,2
86,45,45,20,76,61,24,56,66.34632235908559,2
11,9,57,41,86,93,30,5,40.27524403916423,1
64,80,66,33,21,30,12,98,59.06719339311432,1
38,95,58,40,80,61,6,83,66.43174826320322,2
78,89,91,76,46,92,1,54,75.29773543176948,2
6,75,16,71,9,90,3,74,40.272281763654526,1
90,40,73,59,61,0,20,18,69.56188777105548,2
70,88,98,63,98,11,18,59,78.06311935386064,2
45,49,22,73,14,99,20,92,58.92782179269848,1
20,13,25,18,1,93,1,44,14.986285961366674,0
98,85,47,39,92,32,14,3,67.92192588948963,2
30,32,73,10,60,52,6,76,37.92191405321089,1
49,94,96,71,22,57,11,73,63.57289921691952,1
39,37,80,44,80,67,19,74,49.229968385107654,1
23,87,80,64,39,75,9,65,57.13333998630128,1
42,54,44,57,33,37,20,13,52.66603932361412,1
15,47,65,27,29,89,9,11,27.562329466172034,0
0,29,21,14,60,5,16,80,26.609310885654153,0
29,84,46,98,13,3,14,86,61.575608134973294,1
11,6,19,29,36,96,12,7,15.881000094974107,0
41,47,2,11,30,17,4,58,29.84699266402588,0
87,37,86,30,6,100,18,50,48.7666425505434,1
16,54,81,91,77,28,30,35,76.03563807631127,2
0,25,51,26,0,36,20,65,38.545526628548934,1
11,67,1,99,96,2,23,92,82.30277503233593,2
51,38,9,46,9,95,25,82,33.31055609980859,0
27,19,11,87,36,36,2,15,28.994696477981996,0
49,19,72,65,9,16,24,46,53.84091094235853,1
2,70,20,4,37,48,8,94,34.76581270684984,0
33,26,25,51,61,15,20,23,48.46471881909539,1
41,31,86,42,8,79,30,86,53.68268058068896,1
43,63,88,20,53,7,27,49,70.3052252602208,2
55,33,77,55,77,50,13,52,64.57629668359611,1
78,39,31,10,46,39,26,25,51.736099759353884,1
47,24,58,70,11,3,19,92,51.22877034783783,1
84,34,20,83,69,5,4,53,57.79523492419037,1
53,69,86,9,18,52,8,58,46.848479254595865,1
26,53,8,48,1,39,29,46,32.364647138100565,0
23,100,75,66,44,13,28,9,77.0806155329732,2
32,77,51,6,27,13,27,78,57.97232385305927,1
60,1,76,39,2,81,12,33,31.099837255514377,0
24,38,45,26,78,73,10,24,47.207555044759836,1
92,29,15,3,60,61,25,78,44.48779411951707,1
48,59,75,81,91,84,1,20,50.35119318926835,1
87,26,63,44,48,6,27,68,67.71421851736169,2
69,97,46,75,44,69,19,47,63.748638601304016,1
33,30,37,59,85,76,19,80,53.4453472062561,1
23,52,34,88,8,20,14,5,45.60673824470257,1
75,12,48,100,36,54,30,78,66.23279206843257,2
33,91,26,60,80,77,23,23,67.35040633722278,2
24,92,28,35,29,60,2,87,52.54510855760508,1
93,80,28,42,89,25,16,35,71.49935515937216,2
48,35,1,83,28,67,26,0,38.695489307661056,1
4,5,93,43,41,76,3,49,34.77546134360594,0
49,71,23,52,90,0,23,5,51.56670017969936,1
46,43,16,19,24,57,8,27,40.18282619071697,1
87,100,15,99,97,50,16,72,77.47461105709066,2
71,70,99,65,4,37,27,56,67.67136096746194,2
19,54,48,33,26,4,15,71,38.206754565839304,1
15,99,33,59,59,8,2,88,57.10900228480609,1
60,80,40,40,60,75,1,47,54.00057049259231,1
4,46,8,15,91,83,23,54,36.94745140890399,1
32,1,31,88,96,42,28,5,57.235477548873725,1
13,9,25,89,68,94,9,28,39.57140609577677,1
2,44,81,84,66,93,29,73,60.60254162462844,1
92,56,5,37,32,67,14,6,43.13850842015571,1
9,3,42,25,81,58,2,36,34.848202742335616,0
0,12,79,5,64,97,16,13,33.14322529970679,0
94,71,84,73,2,61,30,86,69.42737463590754,2
19,75,51,33,84,94,8,56,48.49608971516238,1
82,3,22,90,36,98,29,65,56.548738912106224,1
3,51,34,87,48,19,20,69,58.03019951616224,1
15,8,22,12,49,66,12,22,14.827710751607423,0
11,73,66,92,82,73,21,5,68.69475953583974,2
71,84,29,14,27,82,13,40,42.75475515888161,1
62,87,63,49,39,35,3,18,64.72296064313805,1
48,60,66,47,3,87,27,32,53.83669493749774,1
24,63,94,96,35,49,12,32,55.53845329612568,1
8,93,37,66,8,39,17,78,52.97553979121953,1
57,61,97,88,58,15,23,32,71.33123631282825,2
23,45,40,60,90,32,3,15,47.95926032781398,1
59,76,68,83,46,98,22,96,73.81613861192507,2
69,59,66,86,92,72,11,4,59.9770665197093,1
85,85,82,86,98,73,17,20,74.24444512266456,2
49,52,47,41,5,90,14,35,44.29414000638717,1
0,87,80,38,52,26,24,6,57.21742118738497,1
28,4,35,99,53,66,6,90,48.08322534323019,1
86,3,49,76,38,37,4,35,47.63439115376277,1
53,10,50,92,83,85,13,79,54.85648511484979,1
62,56,71,58,39,42,4,13,53.00395414665086,1
46,71,62,93,5,86,8,52,72.7410333899056,2
16,21,7,72,55,75,20,12,43.597402724482855,1
90,15,81,74,20,77,25,23,53.60954929424098,1
78,86,76,17,35,93,21,41,57.40976951739256,1
100,75,10,57,50,79,10,87,47.04736361505059,1
86,65,97,73,73,32,25,30,85.67216491790818,2
29,49,66,76,28,52,13,76,60.58963212264888,1
25,42,8,96,38,47,6,9,38.047032184341056,1
25,2,49,33,6,6,23,25,20.809753902737235,0
92,18,84,30,38,59,16,61,45.518395340861645,1
56,90,28,97,58,44,12,47,72.85638717487653,2
45,34,94,99,62,39,20,50,68.02395559802491,2
97,71,42,18,29,11,22,68,65.2795521056437,2
60,71,22,38,6,50,7,7,39.9586588302091,1
91,31,36,95,58,58,4,70,67.32055299269891,2
99,20,53,20,66,10,16,87,58.94745084235348,1
8,69,69,79,8,64,2,77,56.082772280964086,1
36,9,93,11,51,16,20,28,27.691899534468373,0
74,49,19,18,9,14,14,35,31.993926577015237,0
82,89,96,79,45,40,7,97,79.80388998067424,2
14,71,53,61,64,39,18,79,68.40741270940146,2
32,77,12,56,72,92,12,94,69.42317835640644,2
55,8,93,86,72,6,12,92,64.83458530567873,1
80,20,35,31,76,35,7,43,42.21051961667092,1
11,27,62,50,24,74,21,13,24.610188734453185,0
60,29,70,61,85,25,28,23,67.82138258443898,2
29,19,1,74,35,99,19,29,31.968856548833134,0
21,98,22,33,37,75,8,84,68.90000801614893,2
52,16,69,63,79,95,26,27,50.10357647979293,1
41,71,32,45,33,95,4,36,56.22165058116399,1
64,59,0,54,7,11,9,85,52.8002043015248,1
32,61,2,87,72,46,2,16,42.69041360407179,1
83,21,83,39,66,75,26,67,62.50286273186152,1
7,31,15,67,58,0,2,55,44.138283159302794,1
87,61,10,95,14,45,17,99,64.7484868449005,1
3,30,56,77,63,69,6,49,50.1278962633138,1
74,70,12,99,20,80,7,52,62.98574295609196,1
34,3,65,58,56,41,19,85,53.19803100356479,1
38,7,54,28,51,87,25,100,44.74115979171497,1
1,73,65,100,78,68,1,73,57.09035946416324,1
70,62,49,65,98,4,5,70,69.46928774714861,2
16,4,78,24,19,28,9,88,34.85638798229506,0
66,90,65,32,11,94,29,98,55.22369477377304,1
73,0,41,26,56,0,2,74,40.87541189594807,1
85,96,1,84,96,10,6,29,72.28919241113911,2
71,73,27,9,15,34,13,64,39.16024357529027,1
30,99,13,74,49,100,10,23,52.56196165584946,1
74,95,1,55,41,71,2,50,53.418921918994215,1
83,31,27,7,32,14,17,44,52.51056720096051,1
32,76,20,61,67,39,19,99,65.7107100770642,2
12,21,7,76,29,94,6,55,38.096271507887586,1
89,47,31,73,49,22,21,96,68.13310817305612,2
